transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,vendor_id_original
LTX-02354,2025-10-07T03:17:00,DEP-POLICE,VEN-019,Consulting,1837.97,Bank Transfer,Description for LTX-02354,A-04,B-390,VEN-098
LTX-02355,2025-12-26T05:18:00,DEP-HEALTH,VEN-019,Travel,1860.44,Bank Transfer,Description for LTX-02355,A-05,B-836,VEN-023
LTX-02356,2025-08-17T05:53:00,DEP-FIN,VEN-019,Supplies,79.22,Cheque,Description for LTX-02356,A-09,B-211,VEN-065
LTX-02357,2025-07-04T12:36:00,DEP-HEALTH,VEN-019,Travel,1186.81,Bank Transfer,Description for LTX-02357,A-02,B-572,VEN-049
LTX-02358,2025-06-16T03:22:00,DEP-PWR,VEN-019,Supplies,230.95,Bank Transfer,Description for LTX-02358,A-04,B-483,VEN-009
LTX-02359,2025-03-07T14:49:00,DEP-HEALTH,VEN-019,Infrastructure,1387.69,Bank Transfer,Description for LTX-02359,A-06,B-442,VEN-075
LTX-02360,2025-04-05T06:40:00,DEP-PWR,VEN-019,IT,449.29,Cheque,Description for LTX-02360,A-07,B-416,VEN-047
LTX-02361,2025-07-04T18:25:00,DEP-POLICE,VEN-019,Supplies,457.87,Bank Transfer,Description for LTX-02361,A-04,B-742,VEN-079
LTX-02362,2025-10-27T06:35:00,DEP-EDU,VEN-019,Infrastructure,635.38,Cheque,Description for LTX-02362,A-00,B-547,VEN-055
LTX-02363,2025-03-02T08:23:00,DEP-EDU,VEN-019,Travel,1630.02,Cheque,Description for LTX-02363,A-09,B-984,VEN-029
LTX-02364,2025-09-18T15:32:00,DEP-FIN,VEN-019,Supplies,789.43,Credit Card,Description for LTX-02364,A-01,B-618,VEN-092
LTX-02365,2025-09-01T22:50:00,DEP-POLICE,VEN-019,Consulting,863.49,Bank Transfer,Description for LTX-02365,A-03,B-209,VEN-047
LTX-02366,2025-01-31T21:18:00,DEP-PWR,VEN-019,Consulting,222.97,Bank Transfer,Description for LTX-02366,A-01,B-628,VEN-079
LTX-02367,2025-07-12T16:04:00,DEP-FIN,VEN-019,Consulting,1618.53,Credit Card,Description for LTX-02367,A-02,B-117,VEN-036
LTX-02368,2025-05-27T19:03:00,DEP-FIN,VEN-019,Consulting,985.58,Bank Transfer,Description for LTX-02368,A-04,B-182,VEN-050
LTX-02369,2025-11-17T10:41:00,DEP-HEALTH,VEN-019,Supplies,1342.24,Bank Transfer,Description for LTX-02369,A-07,B-542,VEN-073
LTX-02370,2025-06-11T19:33:00,DEP-HEALTH,VEN-019,Supplies,1305.33,Cheque,Description for LTX-02370,A-06,B-342,VEN-052
LTX-02371,2025-01-03T23:45:00,DEP-FIN,VEN-019,Consulting,1108.77,Credit Card,Description for LTX-02371,A-00,B-177,VEN-083
LTX-02372,2025-07-29T02:40:00,DEP-HEALTH,VEN-019,IT,621.13,Cheque,Description for LTX-02372,A-06,B-825,VEN-073
LTX-02373,2025-09-18T10:22:00,DEP-PWR,VEN-019,Supplies,978.14,Credit Card,Description for LTX-02373,A-04,B-946,VEN-052
LTX-02374,2025-02-14T03:11:00,DEP-POLICE,VEN-019,Travel,444.5,Credit Card,Description for LTX-02374,A-05,B-286,VEN-089
LTX-02375,2025-06-16T21:34:00,DEP-POLICE,VEN-019,Travel,476.85,Bank Transfer,Description for LTX-02375,A-00,B-385,VEN-070
LTX-02376,2025-04-13T04:24:00,DEP-FIN,VEN-019,Infrastructure,713.2,Bank Transfer,Description for LTX-02376,A-06,B-184,VEN-091
LTX-02377,2025-06-15T22:11:00,DEP-EDU,VEN-019,Supplies,453.02,Credit Card,Description for LTX-02377,A-04,B-843,VEN-004
LTX-02378,2025-12-26T04:57:00,DEP-POLICE,VEN-019,IT,460.79,Bank Transfer,Description for LTX-02378,A-03,B-151,VEN-071
LTX-02379,2025-10-03T16:47:00,DEP-HEALTH,VEN-019,Supplies,716.67,Credit Card,Description for LTX-02379,A-00,B-358,VEN-027
LTX-02380,2025-09-29T04:47:00,DEP-POLICE,VEN-019,Infrastructure,95.69,Cheque,Description for LTX-02380,A-04,B-604,VEN-028
LTX-02381,2025-10-13T03:26:00,DEP-HEALTH,VEN-019,IT,1591.8,Cheque,Description for LTX-02381,A-00,B-891,VEN-017
LTX-02382,2025-09-04T16:54:00,DEP-POLICE,VEN-019,IT,520.8,Bank Transfer,Description for LTX-02382,A-06,B-643,VEN-032
LTX-02383,2025-06-27T19:04:00,DEP-PWR,VEN-019,Infrastructure,304.21,Cheque,Description for LTX-02383,A-01,B-129,VEN-088
LTX-02384,2025-06-05T18:47:00,DEP-PWR,VEN-019,Infrastructure,100.33,Cheque,Description for LTX-02384,A-08,B-314,VEN-085
LTX-02385,2025-05-04T04:32:00,DEP-FIN,VEN-019,Travel,959.86,Credit Card,Description for LTX-02385,A-05,B-733,VEN-053
LTX-02386,2025-03-05T17:21:00,DEP-HEALTH,VEN-019,Consulting,953.71,Credit Card,Description for LTX-02386,A-04,B-712,VEN-047
LTX-02387,2025-02-07T07:47:00,DEP-HEALTH,VEN-019,Consulting,899.07,Credit Card,Description for LTX-02387,A-01,B-512,VEN-062
LTX-02388,2025-03-15T06:21:00,DEP-POLICE,VEN-019,Consulting,1002.36,Credit Card,Description for LTX-02388,A-06,B-337,VEN-062
LTX-02389,2025-05-23T06:56:00,DEP-POLICE,VEN-019,Travel,767.95,Bank Transfer,Description for LTX-02389,A-09,B-587,VEN-098
LTX-02390,2025-02-25T05:10:00,DEP-EDU,VEN-019,Travel,152.91,Cheque,Description for LTX-02390,A-06,B-390,VEN-085
LTX-02391,2025-12-18T00:13:00,DEP-EDU,VEN-019,Travel,1374.7,Credit Card,Description for LTX-02391,A-04,B-295,VEN-040
LTX-02392,2025-06-19T11:14:00,DEP-POLICE,VEN-019,Supplies,1217.87,Credit Card,Description for LTX-02392,A-09,B-190,VEN-002
LTX-02393,2025-03-11T10:13:00,DEP-HEALTH,VEN-019,Supplies,990.03,Cheque,Description for LTX-02393,A-02,B-206,VEN-049
LTX-02394,2025-08-03T04:44:00,DEP-FIN,VEN-019,Consulting,575.18,Cheque,Description for LTX-02394,A-03,B-872,VEN-062
LTX-02395,2025-10-10T22:40:00,DEP-POLICE,VEN-019,IT,96.51,Bank Transfer,Description for LTX-02395,A-04,B-229,VEN-090
LTX-02396,2025-10-17T17:49:00,DEP-FIN,VEN-019,Consulting,1622.78,Credit Card,Description for LTX-02396,A-07,B-962,VEN-032
LTX-02397,2025-06-22T11:36:00,DEP-EDU,VEN-019,Supplies,223.02,Credit Card,Description for LTX-02397,A-08,B-460,VEN-062
LTX-02398,2025-01-11T03:51:00,DEP-POLICE,VEN-019,Consulting,548.56,Cheque,Description for LTX-02398,A-02,B-753,VEN-025
LTX-02399,2025-03-11T02:45:00,DEP-POLICE,VEN-019,Consulting,364.71,Bank Transfer,Description for LTX-02399,A-00,B-107,VEN-046
LTX-02400,2025-06-14T02:38:00,DEP-EDU,VEN-019,IT,58091.85,Credit Card,Description for LTX-02400,A-03,B-258,VEN-026
LTX-02401,2025-05-25T10:29:00,DEP-HEALTH,VEN-019,Consulting,1958.08,Credit Card,Description for LTX-02401,A-08,B-285,VEN-088
LTX-02402,2025-06-18T08:30:00,DEP-FIN,VEN-019,Supplies,1225.91,Cheque,Description for LTX-02402,A-07,B-633,VEN-004
LTX-02403,2025-04-24T20:57:00,DEP-POLICE,VEN-019,IT,1596.2,Cheque,Description for LTX-02403,A-05,B-272,VEN-073
LTX-02404,2025-08-15T23:28:00,DEP-POLICE,VEN-019,Supplies,588.48,Cheque,Description for LTX-02404,A-08,B-263,VEN-052
LTX-02405,2025-10-12T13:19:00,DEP-HEALTH,VEN-019,IT,1866.12,Cheque,Description for LTX-02405,A-06,B-113,VEN-078
LTX-02406,2025-02-22T06:03:00,DEP-PWR,VEN-019,Infrastructure,1887.14,Credit Card,Description for LTX-02406,A-03,B-471,VEN-030
LTX-02407,2025-09-20T13:44:00,DEP-EDU,VEN-019,IT,642.64,Bank Transfer,Description for LTX-02407,A-01,B-815,VEN-049
LTX-02408,2025-12-29T19:23:00,DEP-PWR,VEN-019,Infrastructure,783.14,Bank Transfer,Description for LTX-02408,A-06,B-603,VEN-042
LTX-02409,2025-02-15T00:41:00,DEP-HEALTH,VEN-019,Supplies,1968.28,Cheque,Description for LTX-02409,A-01,B-716,VEN-011
LTX-02410,2025-03-15T05:17:00,DEP-PWR,VEN-019,Consulting,1592.11,Bank Transfer,Description for LTX-02410,A-09,B-272,VEN-026
LTX-02411,2025-11-15T09:15:00,DEP-POLICE,VEN-019,IT,1482.22,Bank Transfer,Description for LTX-02411,A-00,B-694,VEN-065
LTX-02412,2025-08-18T19:36:00,DEP-POLICE,VEN-019,Consulting,939.08,Credit Card,Description for LTX-02412,A-05,B-216,VEN-052
LTX-02413,2025-01-16T06:01:00,DEP-EDU,VEN-019,Travel,1699.54,Credit Card,Description for LTX-02413,A-03,B-128,VEN-078
LTX-02414,2025-10-19T14:28:00,DEP-EDU,VEN-019,Infrastructure,1326.04,Bank Transfer,Description for LTX-02414,A-09,B-828,VEN-040
LTX-02415,2025-12-18T03:43:00,DEP-POLICE,VEN-019,Infrastructure,502.09,Credit Card,Description for LTX-02415,A-05,B-235,VEN-012
LTX-02416,2025-05-10T21:15:00,DEP-EDU,VEN-019,IT,906.94,Bank Transfer,Description for LTX-02416,A-02,B-968,VEN-017
LTX-02417,2025-01-17T08:52:00,DEP-EDU,VEN-019,Travel,1832.35,Cheque,Description for LTX-02417,A-07,B-548,VEN-057
LTX-02418,2025-01-06T22:12:00,DEP-PWR,VEN-019,Supplies,1212.8,Bank Transfer,Description for LTX-02418,A-01,B-399,VEN-027
LTX-02419,2025-07-20T11:24:00,DEP-EDU,VEN-019,Supplies,1751.64,Cheque,Description for LTX-02419,A-09,B-874,VEN-070
LTX-02420,2025-11-16T14:59:00,DEP-FIN,VEN-019,Infrastructure,584.2,Bank Transfer,Description for LTX-02420,A-05,B-180,VEN-016
LTX-02421,2025-10-01T21:50:00,DEP-FIN,VEN-019,Supplies,1629.01,Cheque,Description for LTX-02421,A-04,B-938,VEN-062
LTX-02422,2025-05-25T02:16:00,DEP-HEALTH,VEN-019,Consulting,603.5,Cheque,Description for LTX-02422,A-02,B-977,VEN-079
LTX-02423,2025-06-10T11:53:00,DEP-POLICE,VEN-019,Supplies,1575.8,Cheque,Description for LTX-02423,A-03,B-380,VEN-073
LTX-02424,2025-10-02T13:26:00,DEP-FIN,VEN-019,Supplies,993.1,Cheque,Description for LTX-02424,A-06,B-936,VEN-096
LTX-02425,2025-07-19T19:49:00,DEP-PWR,VEN-019,IT,14.07,Cheque,Description for LTX-02425,A-09,B-294,VEN-023
LTX-02426,2025-11-19T08:17:00,DEP-FIN,VEN-019,IT,1980.07,Cheque,Description for LTX-02426,A-02,B-863,VEN-017
LTX-02427,2025-04-16T02:34:00,DEP-FIN,VEN-019,Infrastructure,627.31,Credit Card,Description for LTX-02427,A-08,B-597,VEN-050
LTX-02428,2025-10-07T11:47:00,DEP-EDU,VEN-019,IT,1870.13,Cheque,Description for LTX-02428,A-04,B-510,VEN-045
LTX-02429,2025-06-08T02:08:00,DEP-EDU,VEN-019,Consulting,251.51,Credit Card,Description for LTX-02429,A-03,B-405,VEN-096
LTX-02430,2025-08-06T18:37:00,DEP-FIN,VEN-019,Travel,1810.51,Cheque,Description for LTX-02430,A-09,B-287,VEN-008
LTX-02431,2025-07-02T13:32:00,DEP-POLICE,VEN-019,Travel,1107.83,Cheque,Description for LTX-02431,A-09,B-307,VEN-037
LTX-02432,2025-09-20T01:54:00,DEP-FIN,VEN-019,Supplies,127.28,Credit Card,Description for LTX-02432,A-04,B-182,VEN-087
LTX-02433,2025-11-21T12:21:00,DEP-HEALTH,VEN-019,Supplies,534.62,Bank Transfer,Description for LTX-02433,A-03,B-209,VEN-004
LTX-02434,2025-10-09T03:45:00,DEP-FIN,VEN-019,Supplies,1108.96,Bank Transfer,Description for LTX-02434,A-02,B-813,VEN-081
LTX-02435,2025-01-10T10:46:00,DEP-EDU,VEN-019,Supplies,697.47,Credit Card,Description for LTX-02435,A-09,B-981,VEN-018
LTX-02436,2025-04-30T05:22:00,DEP-POLICE,VEN-019,Travel,1578.77,Bank Transfer,Description for LTX-02436,A-02,B-253,VEN-079
LTX-02437,2025-07-08T12:24:00,DEP-PWR,VEN-019,Travel,1396.34,Bank Transfer,Description for LTX-02437,A-06,B-431,VEN-066
LTX-02438,2025-09-27T00:33:00,DEP-POLICE,VEN-019,Travel,1283.29,Credit Card,Description for LTX-02438,A-08,B-676,VEN-065
LTX-02439,2025-09-22T16:33:00,DEP-FIN,VEN-019,IT,1456.37,Cheque,Description for LTX-02439,A-01,B-265,VEN-047
LTX-02440,2025-01-05T15:45:00,DEP-EDU,VEN-019,Travel,1876.79,Bank Transfer,Description for LTX-02440,A-06,B-999,VEN-042
LTX-02441,2025-01-09T11:26:00,DEP-PWR,VEN-019,Infrastructure,509.65,Credit Card,Description for LTX-02441,A-07,B-751,VEN-000
LTX-02442,2025-03-06T23:21:00,DEP-POLICE,VEN-019,Supplies,492.3,Cheque,Description for LTX-02442,A-03,B-181,VEN-025
LTX-02443,2025-01-22T05:51:00,DEP-HEALTH,VEN-019,Consulting,1861.64,Credit Card,Description for LTX-02443,A-09,B-629,VEN-071
LTX-02444,2025-11-26T20:20:00,DEP-HEALTH,VEN-019,Supplies,512.66,Cheque,Description for LTX-02444,A-09,B-354,VEN-000
LTX-02445,2025-11-24T15:30:00,DEP-EDU,VEN-019,Infrastructure,657.05,Bank Transfer,Description for LTX-02445,A-09,B-846,VEN-086
LTX-02446,2025-11-12T13:30:00,DEP-PWR,VEN-019,Travel,358.04,Cheque,Description for LTX-02446,A-04,B-257,VEN-050
LTX-02447,2025-12-25T09:18:00,DEP-FIN,VEN-019,Consulting,1373.46,Cheque,Description for LTX-02447,A-04,B-144,VEN-084
LTX-02448,2025-07-12T15:31:00,DEP-POLICE,VEN-019,IT,594.13,Bank Transfer,Description for LTX-02448,A-08,B-764,VEN-031
LTX-02449,2025-06-07T18:03:00,DEP-PWR,VEN-019,IT,589.87,Cheque,Description for LTX-02449,A-04,B-209,VEN-078
LTX-02450,2025-09-23T07:47:00,DEP-POLICE,VEN-019,Supplies,251.14,Cheque,Description for LTX-02450,A-03,B-284,VEN-059
LTX-02451,2025-11-13T02:43:00,DEP-POLICE,VEN-019,Travel,101.43,Cheque,Description for LTX-02451,A-08,B-253,VEN-059
LTX-02452,2025-01-14T13:36:00,DEP-HEALTH,VEN-019,Infrastructure,1164.04,Cheque,Description for LTX-02452,A-09,B-797,VEN-004
LTX-02453,2025-12-26T07:18:00,DEP-HEALTH,VEN-019,IT,1325.09,Credit Card,Description for LTX-02453,A-01,B-926,VEN-081
LTX-02454,2025-10-12T21:28:00,DEP-HEALTH,VEN-019,IT,805.56,Bank Transfer,Description for LTX-02454,A-08,B-167,VEN-059
LTX-02455,2025-08-18T04:52:00,DEP-EDU,VEN-019,IT,1710.94,Cheque,Description for LTX-02455,A-05,B-460,VEN-018
LTX-02456,2025-09-21T13:10:00,DEP-PWR,VEN-019,Travel,153.71,Credit Card,Description for LTX-02456,A-01,B-552,VEN-010
LTX-02457,2025-08-04T02:48:00,DEP-PWR,VEN-019,Consulting,861.42,Cheque,Description for LTX-02457,A-07,B-777,VEN-000
LTX-02458,2025-12-01T07:19:00,DEP-FIN,VEN-019,Consulting,1878.3,Credit Card,Description for LTX-02458,A-06,B-520,VEN-021
LTX-02459,2025-12-02T15:24:00,DEP-PWR,VEN-019,IT,128.89,Cheque,Description for LTX-02459,A-09,B-351,VEN-072
LTX-02460,2025-04-08T08:14:00,DEP-HEALTH,VEN-019,Supplies,238.88,Cheque,Description for LTX-02460,A-00,B-422,VEN-083
LTX-02461,2025-08-02T01:09:00,DEP-HEALTH,VEN-019,IT,205.55,Credit Card,Description for LTX-02461,A-00,B-640,VEN-007
LTX-02462,2025-02-18T18:21:00,DEP-PWR,VEN-019,Infrastructure,31.11,Cheque,Description for LTX-02462,A-08,B-184,VEN-047
LTX-02463,2025-09-09T20:01:00,DEP-EDU,VEN-019,Travel,1809.18,Credit Card,Description for LTX-02463,A-09,B-682,VEN-047
LTX-02464,2025-03-13T09:31:00,DEP-HEALTH,VEN-019,Travel,1789.51,Bank Transfer,Description for LTX-02464,A-04,B-954,VEN-035
LTX-02465,2025-10-24T18:53:00,DEP-PWR,VEN-019,IT,863.42,Bank Transfer,Description for LTX-02465,A-03,B-125,VEN-093
LTX-02466,2025-10-19T20:50:00,DEP-POLICE,VEN-019,Infrastructure,1009.77,Bank Transfer,Description for LTX-02466,A-02,B-775,VEN-010
LTX-02467,2025-12-24T02:47:00,DEP-PWR,VEN-019,Travel,729.41,Credit Card,Description for LTX-02467,A-07,B-300,VEN-054
LTX-02468,2025-11-28T06:30:00,DEP-POLICE,VEN-019,Consulting,1870.04,Cheque,Description for LTX-02468,A-03,B-293,VEN-098
LTX-02469,2025-05-08T19:44:00,DEP-FIN,VEN-019,IT,668.56,Cheque,Description for LTX-02469,A-05,B-755,VEN-062
LTX-02470,2025-07-18T22:43:00,DEP-EDU,VEN-019,Travel,527.71,Credit Card,Description for LTX-02470,A-02,B-509,VEN-073
LTX-02471,2025-10-10T21:35:00,DEP-EDU,VEN-019,IT,1123.81,Bank Transfer,Description for LTX-02471,A-01,B-902,VEN-011
LTX-02472,2025-08-30T18:50:00,DEP-PWR,VEN-019,Consulting,932.1,Cheque,Description for LTX-02472,A-02,B-790,VEN-011
LTX-02473,2025-10-04T05:26:00,DEP-EDU,VEN-019,Infrastructure,822.25,Bank Transfer,Description for LTX-02473,A-08,B-442,VEN-065
LTX-02474,2025-06-07T08:14:00,DEP-PWR,VEN-019,Consulting,1308.6,Credit Card,Description for LTX-02474,A-08,B-557,VEN-024
LTX-02475,2025-02-13T00:38:00,DEP-HEALTH,VEN-019,Supplies,1063.73,Cheque,Description for LTX-02475,A-09,B-305,VEN-081
LTX-02476,2025-08-15T02:26:00,DEP-HEALTH,VEN-019,Travel,750.62,Bank Transfer,Description for LTX-02476,A-07,B-353,VEN-045
LTX-02477,2025-08-10T04:21:00,DEP-PWR,VEN-019,IT,1120.92,Cheque,Description for LTX-02477,A-08,B-435,VEN-013
LTX-02478,2025-10-19T08:38:00,DEP-POLICE,VEN-019,IT,196.04,Credit Card,Description for LTX-02478,A-01,B-155,VEN-064
LTX-02479,2025-11-02T11:50:00,DEP-EDU,VEN-019,Travel,148.36,Cheque,Description for LTX-02479,A-07,B-422,VEN-028
LTX-02480,2025-01-31T17:32:00,DEP-PWR,VEN-019,Supplies,1904.0,Bank Transfer,Description for LTX-02480,A-03,B-201,VEN-078
LTX-02481,2025-12-06T23:22:00,DEP-POLICE,VEN-019,Travel,17.04,Cheque,Description for LTX-02481,A-04,B-668,VEN-057
LTX-02482,2025-06-24T21:52:00,DEP-FIN,VEN-019,Supplies,301.04,Credit Card,Description for LTX-02482,A-04,B-928,VEN-060
LTX-02483,2025-05-06T19:05:00,DEP-EDU,VEN-019,Infrastructure,1489.86,Cheque,Description for LTX-02483,A-03,B-233,VEN-060
LTX-02484,2025-10-29T02:40:00,DEP-EDU,VEN-019,Travel,457.27,Credit Card,Description for LTX-02484,A-08,B-298,VEN-081
LTX-02485,2025-06-28T11:48:00,DEP-FIN,VEN-019,Infrastructure,1436.57,Credit Card,Description for LTX-02485,A-05,B-430,VEN-047
LTX-02486,2025-04-30T16:34:00,DEP-FIN,VEN-019,Infrastructure,934.77,Bank Transfer,Description for LTX-02486,A-07,B-774,VEN-072
LTX-02487,2025-07-21T02:53:00,DEP-HEALTH,VEN-019,Consulting,39.19,Cheque,Description for LTX-02487,A-07,B-994,VEN-024
LTX-02488,2025-08-29T08:52:00,DEP-HEALTH,VEN-019,IT,314.03,Credit Card,Description for LTX-02488,A-02,B-509,VEN-009
LTX-02489,2025-11-16T08:35:00,DEP-EDU,VEN-019,Travel,1808.16,Cheque,Description for LTX-02489,A-01,B-297,VEN-002
LTX-02490,2025-05-03T05:31:00,DEP-POLICE,VEN-019,Consulting,559.18,Cheque,Description for LTX-02490,A-08,B-705,VEN-041
LTX-02491,2025-12-13T13:19:00,DEP-HEALTH,VEN-019,Consulting,1580.57,Credit Card,Description for LTX-02491,A-06,B-814,VEN-000
LTX-02492,2025-06-29T23:40:00,DEP-POLICE,VEN-019,IT,81.93,Credit Card,Description for LTX-02492,A-09,B-729,VEN-074
LTX-02493,2025-11-11T09:54:00,DEP-EDU,VEN-019,Supplies,1091.47,Credit Card,Description for LTX-02493,A-02,B-633,VEN-023
LTX-02494,2025-08-16T18:40:00,DEP-EDU,VEN-019,Travel,1295.92,Cheque,Description for LTX-02494,A-08,B-346,VEN-027
LTX-02495,2025-03-01T09:21:00,DEP-POLICE,VEN-019,Travel,677.42,Bank Transfer,Description for LTX-02495,A-06,B-596,VEN-013
LTX-02496,2025-01-12T18:24:00,DEP-HEALTH,VEN-019,Consulting,1269.74,Credit Card,Description for LTX-02496,A-02,B-706,VEN-034
LTX-02497,2025-04-28T09:51:00,DEP-FIN,VEN-019,Consulting,404.47,Cheque,Description for LTX-02497,A-01,B-810,VEN-009
LTX-02498,2025-06-13T22:00:00,DEP-EDU,VEN-019,Consulting,687.0,Credit Card,Description for LTX-02498,A-08,B-142,VEN-039
LTX-02499,2025-08-24T21:50:00,DEP-POLICE,VEN-019,IT,511.16,Bank Transfer,Description for LTX-02499,A-07,B-642,VEN-082
LTX-02500,2025-04-21T03:29:00,DEP-POLICE,VEN-019,Travel,97656.24,Credit Card,Description for LTX-02500,A-03,B-235,VEN-057
LTX-02501,2025-12-19T15:51:00,DEP-PWR,VEN-019,Infrastructure,428.38,Bank Transfer,Description for LTX-02501,A-07,B-860,VEN-072
LTX-02502,2025-10-30T20:25:00,DEP-EDU,VEN-019,Travel,1723.5,Bank Transfer,Description for LTX-02502,A-00,B-780,VEN-061
LTX-02503,2025-01-31T11:06:00,DEP-POLICE,VEN-019,Travel,1571.32,Cheque,Description for LTX-02503,A-09,B-546,VEN-058
LTX-02504,2025-07-17T13:43:00,DEP-PWR,VEN-019,IT,680.39,Credit Card,Description for LTX-02504,A-02,B-405,VEN-080
LTX-02505,2025-01-05T17:07:00,DEP-POLICE,VEN-019,Infrastructure,1797.38,Credit Card,Description for LTX-02505,A-06,B-289,VEN-048
LTX-02506,2025-03-19T12:17:00,DEP-POLICE,VEN-019,IT,1358.3,Cheque,Description for LTX-02506,A-07,B-978,VEN-016
LTX-02507,2025-05-28T16:25:00,DEP-EDU,VEN-019,IT,1942.26,Bank Transfer,Description for LTX-02507,A-06,B-669,VEN-012
LTX-02508,2025-03-23T13:12:00,DEP-HEALTH,VEN-019,Supplies,81.26,Cheque,Description for LTX-02508,A-02,B-490,VEN-001
LTX-02509,2025-12-01T09:36:00,DEP-PWR,VEN-019,Supplies,741.68,Credit Card,Description for LTX-02509,A-08,B-403,VEN-033
LTX-02510,2025-09-20T07:53:00,DEP-FIN,VEN-019,Supplies,1089.22,Cheque,Description for LTX-02510,A-00,B-814,VEN-038
LTX-02511,2025-06-30T02:14:00,DEP-PWR,VEN-019,Travel,31.98,Bank Transfer,Description for LTX-02511,A-05,B-761,VEN-053
LTX-02512,2025-03-06T23:37:00,DEP-PWR,VEN-019,IT,366.48,Credit Card,Description for LTX-02512,A-04,B-731,VEN-090
LTX-02513,2025-05-07T07:16:00,DEP-EDU,VEN-019,Infrastructure,45.01,Cheque,Description for LTX-02513,A-09,B-213,VEN-025
LTX-02514,2025-06-08T05:30:00,DEP-POLICE,VEN-019,IT,1744.86,Credit Card,Description for LTX-02514,A-03,B-329,VEN-058
LTX-02515,2025-12-17T09:39:00,DEP-POLICE,VEN-019,Consulting,1152.0,Bank Transfer,Description for LTX-02515,A-02,B-647,VEN-047
LTX-02516,2025-12-07T13:00:00,DEP-HEALTH,VEN-019,Travel,15.22,Cheque,Description for LTX-02516,A-05,B-470,VEN-052
LTX-02517,2025-01-27T11:49:00,DEP-POLICE,VEN-019,Supplies,1054.27,Cheque,Description for LTX-02517,A-03,B-936,VEN-070
LTX-02518,2025-06-03T22:44:00,DEP-POLICE,VEN-019,Consulting,692.91,Cheque,Description for LTX-02518,A-07,B-933,VEN-003
LTX-02519,2025-04-29T12:43:00,DEP-HEALTH,VEN-019,Infrastructure,1835.93,Cheque,Description for LTX-02519,A-00,B-376,VEN-091
LTX-02520,2025-08-05T03:50:00,DEP-EDU,VEN-019,Consulting,1776.67,Bank Transfer,Description for LTX-02520,A-00,B-541,VEN-098
LTX-02521,2025-05-09T01:42:00,DEP-POLICE,VEN-019,IT,568.21,Credit Card,Description for LTX-02521,A-01,B-405,VEN-048
LTX-02522,2025-04-10T14:59:00,DEP-HEALTH,VEN-019,Supplies,1783.71,Bank Transfer,Description for LTX-02522,A-00,B-507,VEN-052
LTX-02523,2025-03-27T01:55:00,DEP-HEALTH,VEN-019,Infrastructure,687.32,Cheque,Description for LTX-02523,A-06,B-814,VEN-065
LTX-02524,2025-07-07T00:51:00,DEP-PWR,VEN-019,Travel,221.77,Credit Card,Description for LTX-02524,A-06,B-470,VEN-034
LTX-02525,2025-04-07T23:12:00,DEP-POLICE,VEN-019,Consulting,115.12,Credit Card,Description for LTX-02525,A-00,B-247,VEN-057
LTX-02526,2025-12-20T01:41:00,DEP-FIN,VEN-019,Infrastructure,1126.54,Cheque,Description for LTX-02526,A-09,B-377,VEN-072
LTX-02527,2025-08-20T01:31:00,DEP-HEALTH,VEN-019,Supplies,1271.76,Cheque,Description for LTX-02527,A-00,B-803,VEN-062
LTX-02528,2025-07-19T21:04:00,DEP-FIN,VEN-019,Travel,1556.3,Bank Transfer,Description for LTX-02528,A-09,B-711,VEN-084
LTX-02529,2025-09-22T03:59:00,DEP-POLICE,VEN-019,Infrastructure,1679.42,Bank Transfer,Description for LTX-02529,A-03,B-162,VEN-041
LTX-02530,2025-03-15T16:28:00,DEP-PWR,VEN-019,Infrastructure,967.43,Cheque,Description for LTX-02530,A-05,B-961,VEN-009
LTX-02531,2025-04-29T19:50:00,DEP-POLICE,VEN-019,Travel,1670.56,Bank Transfer,Description for LTX-02531,A-06,B-372,VEN-006
LTX-02532,2025-03-10T17:14:00,DEP-POLICE,VEN-019,Supplies,1273.5,Credit Card,Description for LTX-02532,A-08,B-756,VEN-091
LTX-02533,2025-02-19T13:48:00,DEP-EDU,VEN-019,Consulting,533.66,Cheque,Description for LTX-02533,A-05,B-726,VEN-003
LTX-02534,2025-10-08T00:43:00,DEP-POLICE,VEN-019,Supplies,590.26,Cheque,Description for LTX-02534,A-05,B-461,VEN-001
LTX-02535,2025-07-08T19:11:00,DEP-FIN,VEN-019,Travel,465.54,Credit Card,Description for LTX-02535,A-02,B-343,VEN-085
LTX-02536,2025-06-20T10:44:00,DEP-HEALTH,VEN-019,Consulting,751.44,Bank Transfer,Description for LTX-02536,A-01,B-964,VEN-061
LTX-02537,2025-08-18T19:53:00,DEP-HEALTH,VEN-019,IT,1936.17,Bank Transfer,Description for LTX-02537,A-00,B-490,VEN-099
LTX-02538,2025-06-12T16:34:00,DEP-EDU,VEN-019,Consulting,1003.4,Credit Card,Description for LTX-02538,A-05,B-898,VEN-048
LTX-02539,2025-06-25T11:33:00,DEP-POLICE,VEN-019,IT,1508.27,Credit Card,Description for LTX-02539,A-03,B-705,VEN-080
LTX-02540,2025-06-26T07:45:00,DEP-EDU,VEN-019,Supplies,1444.01,Cheque,Description for LTX-02540,A-03,B-779,VEN-037
LTX-02541,2025-08-03T03:15:00,DEP-EDU,VEN-019,Infrastructure,433.96,Cheque,Description for LTX-02541,A-03,B-632,VEN-025
